sent_no,parag_no,sent_raw,char_len,token_len,sent_clean,nlptown,robertalg15,distillbertsst,bertsst_pol,bertsst_prob,bertsst
1367,226,"Quick!""",7,1,quick,4.27637350465278,0.9981817603111267,0.996203601360321,Positive,0.82,0.82
1368,227,"""October the .",14,3,october the ,0.32196206076876244,0.990935742855072,-0.9932090044021606,Positive,0.74,0.74
1369,227,Salisbury.,10,1,salisbury,4.198306281084319,0.8938959836959839,0.9945002794265747,Positive,0.8,0.8
1370,227,"But look--""",11,2,but look,2.309635532935332,-0.9825353622436523,0.9877014756202698,Positive,0.7,0.7
1371,228,"Then he began to giggle, a silly, hissing sound.",48,9,then he began to giggle a silly hissing sound,1.2441171281376124,-0.9972798824310303,-0.9982482194900513,Negative,0.81,-0.81
1372,228,"It was embarrassing to witness, but I could not look away.",58,11,it was embarrassing to witness but i could not look away,1.2383078612855303,0.9799123406410217,-0.9968960285186768,Positive,0.72,0.72
1373,228,"On his face was a complicated look--of confusion, of anxiety, or mirthless hilarity.",84,13,on his face was a complicated lookof confusion of anxiety or mirthless hilarity,1.2391532198778268,-0.9898111820220947,-0.9915719628334045,Negative,0.83,-0.83
1374,228,The user's handbook claimed that he had forty facial expressions.,65,10,the users handbook claimed that he had forty facial expressions,0.2702970688995465,-0.9977734684944153,0.95210200548172,Negative,0.91,-0.91
1375,228,The Eves had fifty.,19,4,the eves had fifty,1.2107948688780814,0.9934425950050354,0.9915109276771545,Positive,0.64,0.64
1376,228,"As far as I knew, the average among people was fewer than twenty-five.",70,13,as far as i knew the average among people was fewer than twentyfive,2.34766293925518,-0.9980974197387695,-0.9862672686576843,Negative,0.92,-0.92
1377,229,"""Get a grip, Adam.",18,4,get a grip adam,4.310054912782594,-0.9913930892944336,-0.9949422478675842,Negative,0.52,-0.52
1378,229,We agreed.,10,2,we agreed,3.2189895688144885,0.9984269142150879,-0.6641027331352234,Positive,0.98,0.98
1379,229,"We need to understand your mistake.""",36,6,we need to understand your mistake,0.3455515371997765,-0.9962093234062195,0.9253501892089844,Negative,0.83,-0.83
1380,230,It took him more than a minute to get himself under control.,60,12,it took him more than a minute to get himself under control,1.2428123573807541,-0.9994648694992065,0.9778038263320923,Negative,0.91,-0.91
1381,230,I drank the last of my tea and watched what I knew to be a complex process.,75,17,i drank the last of my tea and watched what i knew to be a complex process,1.2764257040226703,0.9922930002212524,-0.9970011115074158,Positive,0.58,0.58
1382,230,"I understood that personality was not like a she will, encasing and constraining his capacity for coherent thought; that his deviousness, if that was what motivated him, did not live downstream of reason.",204,33,i understood that personality was not like a she will encasing and constraining his capacity for coherent thought that his deviousness if that was what motivated him did not live downstream of reason,1.281104044784663,0.9980553388595581,-0.9809193015098572,Negative,0.58,-0.58
1383,230,Nor did mine.,13,3,nor did mine,1.2173839851970953,-0.9994530081748962,0.9984384775161743,Negative,0.87,-0.87
1384,230,"His rational impulse to collaborate with me may have pulsed through his neural networks at half the speed of light, but it would not have been suddenly barred at the logic gate of a freshly devised persona.",206,37,his rational impulse to collaborate with me may have pulsed through his neural networks at half the speed of light but it would not have been suddenly barred at the logic gate of a freshly devised persona,3.280300372039531,0.5412671566009521,-0.9951551556587219,Negative,0.6,-0.6
1385,230,"Instead, these two elements were entwined at their origins, like the snakes of Mercury's caduceus.",98,15,instead these two elements were entwined at their origins like the snakes of mercurys caduceus,1.2522412396315445,-0.9949036836624146,0.9970892071723938,Negative,0.67,-0.67
1386,230,Adam saw the world and understood it through the prism of his personality; his personality was at the service of his objectifying reason and its constant updates.,162,27,adam saw the world and understood it through the prism of his personality his personality was at the service of his objectifying reason and its constant updates,4.2353195795116045,0.9976916313171387,-0.9950685501098633,Positive,0.98,0.98
1387,230,"From the beginning of our conversation, it had been simultaneously in his interests to avoid a repetition of an error and to withhold information from me.",154,26,from the beginning of our conversation it had been simultaneously in his interests to avoid a repetition of an error and to withhold information from me,4.237354185914868,-0.9986519813537598,0.9934600591659546,Negative,0.92,-0.92
1388,230,"When the two became incompatible, he became incapacitated and giggled like a child in church.",93,15,when the two became incompatible he became incapacitated and giggled like a child in church,0.2313131632948326,-0.99907386302948,-0.985389769077301,Negative,0.96,-0.96
1389,230,Whatever we had chosen for him lay far upstream of the branching intricacy of his decision-making.,98,16,whatever we had chosen for him lay far upstream of the branching intricacy of his decisionmaking,3.2072537684153364,-0.977530837059021,-0.9945200085639954,Negative,0.56,-0.56
1390,230,"In a different dispensation of character he might simply have fallen silent; in another, he might have been compelled to tell me everything.",140,23,in a different dispensation of character he might simply have fallen silent in another he might have been compelled to tell me everything,2.2889102534157066,-0.9896183609962463,-0.990162193775177,Negative,0.93,-0.93
1391,230,A case could be made for both.,30,7,a case could be made for both,2.313813958604613,0.9961932897567749,-0.9981755018234253,Negative,0.57,-0.57
1392,231,"I now knew a little more than nothing, enough to worry about, not enough to follow up, even if I would had access to the closed sessions of the courts: Miranda as witness, victim or accused, sex with a young man, vodka, a courtroom, one October in Salisbury.",258,48,i now knew a little more than nothing enough to worry about not enough to follow up even if i would had access to the closed sessions of the courts miranda as witness victim or accused sex with a young man vodka a courtroom one october in salisbury,1.3241417604308354,-0.9983909726142883,-0.9989757537841797,Negative,0.91,-0.91
1393,232,Adam had fallen silent.,23,4,adam had fallen silent,0.25143172857961443,-0.9994122982025146,0.9988143444061279,Negative,0.95,-0.95
1394,232,"His expression, the special material of his face, indistinguishable from skin, relaxed into watchful neutrality.",112,15,his expression the special material of his face indistinguishable from skin relaxed into watchful neutrality,4.264648852768269,0.9962689280509949,-0.9925726056098938,Positive,0.95,0.95
1395,232,I could have gone upstairs and woken Miranda to confront her with the obvious questions and get everything clear between us.,124,21,i could have gone upstairs and woken miranda to confront her with the obvious questions and get everything clear between us,2.2706321783890346,-0.9912388324737549,-0.9952122569084167,Negative,0.92,-0.92
1396,232,"Or I could wait and reflect, holding back what I knew in order to grant myself the illusion of control.",103,20,or i could wait and reflect holding back what i knew in order to grant myself the illusion of control,2.2589740398283986,-0.9917276501655579,-0.999397337436676,Negative,0.84,-0.84
1397,232,A case could be made for both.,30,7,a case could be made for both,2.313813958604613,0.9961932897567749,-0.9981755018234253,Negative,0.57,-0.57
1398,233,But I did not hesitate.,23,5,but i did not hesitate,2.3243901111092344,0.9980071187019348,0.9931278824806213,Positive,0.95,0.95
1399,233,"I went into my bedroom, undressed, leaving my clothes in a heap on my desk, and lay down naked under the summer duvet.",118,23,i went into my bedroom undressed leaving my clothes in a heap on my desk and lay down naked under the summer duvet,0.29235509213537536,-0.992838978767395,0.997123122215271,Negative,0.91,-0.91
1400,233,It was already light.,21,4,it was already light,2.2373223504890283,0.9928873181343079,0.9981130361557007,Positive,0.87,0.87
1401,233,"I would have liked to be soothed and hear, above the dawn chorus, the sound of the milkman going from door to door, clinking his bottles on the steps.",150,29,i would have liked to be soothed and hear above the dawn chorus the sound of the milkman going from door to door clinking his bottles on the steps,1.2625468840017748,-0.9815688729286194,-0.9989707469940186,Negative,0.53,-0.53
1402,233,But the last of the electric-powered milk floats had vanished from our streets.,79,13,but the last of the electricpowered milk floats had vanished from our streets,1.2335686101197232,-0.9778622984886169,0.9914860129356384,Negative,0.94,-0.94
1403,233,A shame.,8,2,a shame,0.42660936881922445,-0.9987239241600037,0.986664891242981,Negative,0.99,-0.99
1404,233,"Still, I was tired and suddenly comfortable.",44,7,still i was tired and suddenly comfortable,2.2805062705828867,0.9988359212875366,-0.9971194863319397,Positive,0.93,0.93
1405,233,"I here's a special sensuousness in an unshared bed, at least for a period, until sleeping alone begins to assume its own quiet sadness.",135,24,i heres a special sensuousness in an unshared bed at least for a period until sleeping alone begins to assume its own quiet sadness,1.3077614731300315,-0.997541606426239,-0.9846799969673157,Positive,0.76,0.76
1406,234,"n the waiting room of the local doctor's practice, a dozen junk-shop dining-room chairs were arranged round the walls of what had once been a Victorian front parlour.",166,28,n the waiting room of the local doctors practice a dozen junkshop diningroom chairs were arranged round the walls of what had once been a victorian front parlour,0.3267165023517207,-0.9975563883781433,-0.993817150592804,Negative,0.94,-0.94
1407,234,"In the centre was a low plywood table with spindly metal legs and a few magazines, greasy to the touch.",103,20,in the centre was a low plywood table with spindly metal legs and a few magazines greasy to the touch,1.2579852264055524,-0.9969182014465332,0.9818987250328064,Negative,0.95,-0.95
1408,234,I had picked one up and immediately put it back.,48,10,i had picked one up and immediately put it back,0.2410495175414695,-0.9993990063667297,-0.9673379063606262,Negative,0.87,-0.87
1409,234,"In one corner, some colourful broken toys, a headless giraffe, a car with a missing wheel, gnawed plastic bricks, kindly donated.",129,21,in one corner some colourful broken toys a headless giraffe a car with a missing wheel gnawed plastic bricks kindly donated,1.216514632598904,-0.9973403215408325,-0.99934321641922,Negative,0.76,-0.76
1410,234,There were no infants in our group of nine.,43,9,there were no infants in our group of nine,0.2657582743355468,-0.9979033470153809,0.996785581111908,Negative,0.88,-0.88
