,sent_no,sent_raw,syuzhet,bing,afinn,nrc,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,syuzhet_roll100_stdscale,bing_roll100_stdscale,afinn_roll100_stdscale,nrc_roll100_stdscale
1252,1253,"my castle, my country seat (which I called my bower), and my enclosure in the woods: nor did I look after this for any other use than an enclosure for my goats; for the aversion which nature gave me to these hellish wretches was such, that I was as fearful of seeing them as of seeing the devil himself.",-3.0,-3,-4,-4,-0.1479638009049778,-0.665158371040724,-0.334841628959276,0.00904977375565611,-0.2847285067873304,-1.7331769142378914,-2.2920394871549217,-1.3143071776572013,-1.5161016860616015
1253,1254,"I did not so much as go to look after my boat all this time, but began rather to think of making another; for I could not think of ever making any more attempts to bring the other boat round the island to me, lest I should meet with some of these creatures at sea; in which case, if I had happened to have fallen into their hands, I knew what would have been my lot.",-0.5,-1,-2,0,-0.14140271493212714,-0.669683257918552,-0.334841628959276,0.01809954751131222,-0.28195701357466074,-1.7081295997610075,-2.3068123964642404,-1.3143071776572013,-1.4893605258201656
1254,1255,"Time, however, and the satisfaction I had that I was in no danger of being discovered by these people, began to wear off my uneasiness about them; and I began to live just in the same composed manner as before, only with this difference, that I used more caution, and kept my eyes more about me than I did before, lest I should happen to be seen by any of them; and particularly, I was more cautious of firing my gun, lest any of them, being on the island, should happen to hear it.",-1.8,-2,-7,-3,-0.1542986425339371,-0.6787330316742082,-0.3665158371040724,0.0,-0.2998868778280544,-1.7573605282155726,-2.336358215082879,-1.3720445851134027,-1.542842846303037
1255,1256,"It was, therefore, a very good providence to me that I had furnished myself with a tame breed of goats, and that I had no need to hunt any more about the woods, or shoot at them; and if I did catch any of them after this, it was by traps and snares, as I had done before; so that for two years after this I believe I never fired my gun once off, though I never went out without it; and what was more, as I had saved three pistols out of the ship, I always carried them out with me, or at least two of them, sticking them in my goat-skin belt.",0.15,2,-1,-3,-0.1549773755656113,-0.6787330316742082,-0.34841628959276016,-0.00904977375565611,-0.29779411764705893,-1.7599516297131812,-2.336358215082879,-1.3390517808527163,-1.5695840065444724
1256,1257,"I also furbished up one of the great cutlasses that I had out of the ship, and made me a belt to hang it on also; so that I was now a most formidable fellow to look at when I went abroad, if you add to the former description of myself the particular of two pistols, and a broadsword hanging at my side in a belt, but without a scabbard.",-0.2,1,3,-1,-0.15791855203619953,-0.6787330316742082,-0.34841628959276016,-0.02262443438914027,-0.301923076923077,-1.7711797362028188,-2.336358215082879,-1.3390517808527163,-1.609695746906626
1257,1258,"Things going on thus, as I have said, for some time, I seemed, excepting these cautions, to be reduced to my former calm, sedate way of living.",0.75,1,2,1,-0.15791855203619953,-0.6877828054298643,-0.37104072398190047,-0.027149321266968326,-0.31097285067873315,-1.7711797362028188,-2.3659040337015176,-1.3802927861785743,-1.6230663270273438
1258,1259,"All these things tended to show me more and more how far my condition was from being miserable, compared to some others; nay, to many other particulars of life which it might have pleased God to have made my lot.",-0.25,0,1,0,-0.16334841628959318,-0.6923076923076923,-0.3755656108597285,-0.03167420814479638,-0.3157239819004526,-1.7919085481836883,-2.3806769430108368,-1.3885409872437458,-1.6364369071480616
1259,1260,"It put me upon reflecting how little repining there would be among mankind at any condition of life if people would rather compare their condition with those that were worse, in order to be thankful, than be always comparing them with those which are better, to assist their murmurings and complainings.",2.25,1,1,1,-0.15090497737556605,-0.6742081447963801,-0.3665158371040724,-0.00904977375565611,-0.30016968325791865,-1.7444050207275292,-2.32158530577356,-1.3720445851134027,-1.5695840065444724
1260,1261,"As in my present condition there were not really many things which I wanted, so indeed I thought that the frights I had been in about these savage wretches, and the concern I had been in for my own preservation, had taken off the edge of my invention, for my own conveniences; and I had dropped a good design, which I had once bent my thoughts upon, and that was to try if I could not make some of my barley into malt, and then try to brew myself some beer.",-0.5,-2,2,2,-0.16108597285067916,-0.6877828054298643,-0.38461538461538464,-0.02262443438914027,-0.3140271493212671,-1.7832715431916593,-2.3659040337015176,-1.4050373893740888,-1.609695746906626
1261,1262,"This was really a whimsical thought, and I reproved myself often for the simplicity of it: for I presently saw there would be the want of several things necessary to the making my beer that it would be impossible for me to supply; as, first, casks to preserve it in, which was a thing that, as I have observed already, I could never compass: no, though I spent not only many days, but weeks, nay months, in attempting it, but to no purpose.",0.25,-1,2,0,-0.1552036199095027,-0.6877828054298643,-0.38461538461538464,-0.01809954751131222,-0.31142533936651595,-1.7608153302123841,-2.3659040337015176,-1.4050373893740888,-1.5963251667859082
1262,1263,"In the next place, I had no hops to make it keep, no yeast to make it work, no copper or kettle to make it boil; and yet with all these things wanting, I verily believe, had not the frights and terrors I was in about the savages intervened, I had undertaken it, and perhaps brought it to pass too; for I seldom gave anything over without accomplishing it, when once I had it in my head to began it.",0.05,-1,-1,-1,-0.16199095022624477,-0.6787330316742082,-0.39819004524886875,-0.027149321266968326,-0.3165158371040725,-1.786726345188471,-2.336358215082879,-1.4297819925696036,-1.6230663270273438
1263,1264,"But my invention now ran quite another way; for night and day I could think of nothing but how I might destroy some of the monsters in their cruel, bloody entertainment, and if possible save the victim they should bring hither to destroy.",-1.7,-3,-10,-1,-0.1651583710407244,-0.6877828054298643,-0.3936651583710407,-0.03167420814479638,-0.3195701357466064,-1.7988181521773114,-2.3659040337015176,-1.4215337915044322,-1.6364369071480616
1264,1265,"It would take up a larger volume than this whole work is intended to be to set down all the contrivances I hatched, or rather brooded upon, in my thoughts, for the destroying these creatures, or at least frightening them so as to prevent their coming hither any more: but all this was abortive; nothing could be possible to take effect, unless I was to be there to do it myself: and what could one man do among them, when perhaps there might be twenty or thirty of them together with their darts, or their bows and arrows, with which they could shoot as true to a mark as I could with my gun?",-3.0,0,-7,-2,-0.1658371040723986,-0.6877828054298643,-0.40271493212669685,-0.03619909502262444,-0.32313348416289606,-1.80140925367492,-2.3659040337015176,-1.4380301936347755,-1.6498074872687793
1265,1266,"Sometimes I thought of digging a hole under the place where they made their fire, and putting in five or six pounds of gunpowder, which, when they kindled their fire, would consequently take fire, and blow up all that was near it: but as, in the first place, I should be unwilling to waste so much powder upon them, my store being now within the quantity of one barrel, so neither could I be sure of its going off at any certain time, when it might surprise them; and, at best, that it would do little more than just blow the fire about their ears and fright them, but not sufficient to make them forsake the place: so I laid it aside; and then proposed that I would place myself in ambush in some convenient place, with my three guns all double-loaded, and in the middle of their bloody ceremony let fly at them, when I should be sure to kill or wound perhaps two or three at every shot; and then falling in upon them with my three pistols and my sword, I made no doubt but that, if there were twenty, I should kill them all.",-4.2,-8,-10,-6,-0.15972850678733072,-0.6923076923076923,-0.39819004524886875,-0.02262443438914027,-0.318212669683258,-1.778089340196442,-2.3806769430108368,-1.4297819925696036,-1.609695746906626
