"","sent_raw","syuzhet","bing","afinn","nrc"
"825","824,""""""Wonder'ff tell me where there's a gas'line station?""""""",0,0,0,0
"826","825,""At least a dozen men, some of them little better off than he was, explained to him that wheel and car were no longer joined by any physical bond.""",1.4,1,1,1
"827","826,""""""Back out,"""" he suggested after a moment.""",0,0,0,0
"828","827,""""""Put her in reverse.""""""",0,0,0,0
"829","828,""""""But the wheel's off!""""""",0,0,0,0
"830","829,He hesitated.",0,0,0,0
"831","830,""""""No harm in trying,"""" he said.""",-0.75,-1,-3,-1
"832","831,The caterwauling horns had reached a crescendo and I turned away and cut across the lawn toward home.",0.35,0,0,1
"833","832,I glanced back once.",0,0,0,0
"834","833,""A wafer of a moon was shining over Gatsby's house, making the night fine as before and surviving the laughter and the sound of his still glowing garden.""",3,2,4,4
"835","834,""A sudden emptiness seemed to flow now from the windows and the great doors, endowing with complete isolation the figure of the host who stood on the porch, his hand up in a formal gesture of farewell.""",-0.5,-1,2,0
"836","835,Reading over what I have written so far I see I have given the impression that the events of three nights several weeks apart were all that absorbed me.",0.7,0,1,3
"837","836,""On the contrary they were merely casual events in a crowded summer and, until much later, they absorbed me infinitely less than my personal affairs.""",-0.1,-1,1,0
"838","837,Most of the time I worked.",0.25,1,0,0
"839","838,In the early morning the sun threw my shadow westward as I hurried down the white chasms of lower New York to the Probity Trust.",2.65,1,1,1
"840","839,I knew the other clerks and young bond-salesmen by their first names and lunched with them in dark crowded restaurants on little pig sausages and mashed potatoes and coffee.",-1.55,-4,0,0
"841","840,""I even had a short affair with a girl who lived in Jersey City and worked in the accounting department, but her brother began throwing mean looks in my direction so when she went on her vacation in July I let it blow quietly away.""",1.05,0,0,2
"842","841,I took dinner usually at the Yale Club for some reason it was the gloomiest event of my day and then I went upstairs to the library and studied investments and securities for a conscientious hour.",2.3,1,0,4
"843","842,There were generally a few rioters around but they never came into the library so it was a good place to work.",1.6,2,3,2
"844","843,""After that, if the night was mellow I strolled down Madison Avenue past the old Murray Hill Hotel and over Thirty-third Street to the Pennsylvania Station.""",0.4,0,0,0
"845","844,""I began to like New York, the racy, adventurous feel of it at night and the satisfaction that the constant flicker of men and women and machines gives to the restless eye.""",1.3,-1,2,2
"846","845,""I liked to walk up Fifth Avenue and pick out romantic women from the crowd and imagine that in a few minutes I was going to enter into their lives, and no one would ever know or disapprove.""",0.25,1,-1,1
"847","846,""Sometimes, in my mind, I followed them to their apartments on the corners of hidden streets, and they turned and smiled back at me before they faded through a door into warm darkness.""",0.3,0,2,-2
"848","847,""At the enchanted metropolitan twilight I felt a haunting loneliness sometimes, and felt it in others poor young clerks who loitered in front of windows waiting until it was time for a solitary restaurant dinner young clerks in the dusk, wasting the most poignant moments of night and life.""",-0.45,-2,1,2
"849","848,""Again at eight o'clock, when the dark lanes of the Forties were five deep with throbbing taxi cabs, bound for the theatre district, I felt a sinking in my heart.""",-1.7,-3,0,-1
"850","849,""Forms leaned together in the taxis as they waited, and voices sang, and there was laughter from unheard jokes, and lighted cigarettes outlined unintelligible gestures inside.""",0.3,-1,2,0
"851","850,""Imagining that I, too, was hurrying toward gayety and sharing their intimate excitement, I wished them well.""",2.3,3,3,2
"852","851,""For a while I lost sight of Jordan Baker, and then in midsummer I found her again.""",-0.15,-1,-3,0
"853","852,At first I was flattered to go places with her because she was a golf champion and every one knew her name.",0.5,1,2,1
"854","853,Then it was something more.",0,0,0,0
"855","854,""I wasn't actually in love, but I felt a sort of tender curiosity.""",2,2,5,3
"856","855,""The bored haughty face that she turned to the world concealed something most affectations conceal something eventually, even though they don't in the beginning and one day I found what it was.""",-2.15,-2,-2,-2
"857","856,""When we were on a house-party together up in Warwick, she left a borrowed car out in the rain with the top down, and then lied about it and suddenly I remembered the story about her that had eluded me that night at Daisy's.""",-0.5,0,0,1
"858","857,At her first big golf tournament there was a row that nearly reached the newspapers a suggestion that she had moved her ball from a bad lie in the semi-final round.",-1,-2,-1,-3
"859","858,The thing approached the proportions of a scandal then died away.",-1.5,-2,-6,-1
"860","859,A caddy retracted his statement and the only other witness admitted that he might have been mistaken.",-0.4,-1,-3,0
"861","860,The incident and the name had remained together in my mind.",-0.25,0,0,0
"862","861,""Jordan Baker instinctively avoided clever, shrewd men, and now I saw that this was because she felt safer on a plane where any divergence from a code would be thought impossible.""",-0.25,0,3,1
"863","862,She was incurably dishonest.",-1,-1,-2,-1
"864","863,""She wasn't able to endure being at a disadvantage, and given this unwillingness, I suppose she had begun dealing in subterfuges when she was very young in order to keep that cool, insolent smile turned to the world and yet satisfy the demands of her hard jaunty body.""",1,-1,1,2
"865","864,It made no difference to me.",0,0,-1,0
"866","865,""Dishonesty in a woman is a thing you never blame deeply I was casually sorry, and then I forgot.""",-1.75,-3,-4,-2
"867","866,It was on that same house party that we had a curious conversation about driving a car.",0.4,0,1,0
"868","867,It started because she passed so close to some workmen that our fender flicked a button on one man's coat.",0,0,0,0
"869","868,""""""You're a rotten driver,"""" I protested.""",-1.1,-2,-3,0
"870","869,""""""Either you ought to be more careful or you oughtn't to drive at all.""""""",0.25,0,2,1
"871","870,""""""I am careful.""""""",0.25,0,2,1
"872","871,""""""No, you're not.""""""",0,0,-1,0
"873","872,""""""Well, other people are,"""" she said lightly.""",0.8,1,0,0
"874","873,""""""What's that got to do with it?""""""",0,0,0,0
"875","874,""""""They' keep out of my way,"""" she insisted.""",0,0,0,0
"876","875,""""""It takes two to make an accident.""""""",-0.5,0,-2,-1
"877","876,""""""Suppose you met somebody just as careless as yourself.""""""",-0.5,-1,-2,0
"878","877,""""""I hope I never will,"""" she answered.""",0.5,0,2,1
"879","878,""""""I hate careless people. That's why I like you.""""""",-0.75,-1,-3,-1
"880","879,""Her grey, sun-strained eyes stared straight ahead, but she had deliberately shifted our relations, and for a moment I thought I loved her.""",1.9,0,3,1
"881","880,""But I am slow-thinking and full of interior rules that act as brakes on my desires, and I knew that first I had to get myself definitely out of that tangle back home.""",-0.6,-2,0,2
"882","881,""I'd been writing letters once a week and signing them: """"Love, Nick,"""" and all I could think of was how, when that certain girl played tennis, a faint mustache of perspiration appeared on her upper lip.""",0.75,0,4,1
"883","882,Nevertheless there was a vague understanding that had to be tactfully broken off before I was free.",0,-1,-2,-1
"884","883,""Every one suspects himself of at least one of the cardinal virtues, and this is mine: I am one of the few honest people that I have ever known.""",0.25,1,1,1
"885","884,On Sunday morning while church bells rang in the villages along shore the world and its mistress returned to Gatsby's house and twinkled hilariously on his lawn.",-0.4,-1,0,0
"886","885,""""""He's a bootlegger,"""" said the young ladies, moving somewhere between his cocktails and his flowers.""",0.4,0,0,1
"887","886,""""""One time he killed a man who had found out that he was nephew to von Hindenburg and second cousin to the devil. Reach me a rose, honey, and pour me a last drop into that there crystal glass.""""""",0.8,-2,-2,2
"888","887,Once I wrote down on the empty spaces of a time-table the names of those who came to Gatsby's house that summer.",-0.25,0,-1,0
"889","888,""It is an old time-table now, disintegrating at its folds and headed """"This schedule in effect July th, .""""""",0,0,0,0
"890","889,But I can still read the grey names and they will give you a better impression than my generalities of those who accepted Gatsby's hospitality and paid him the subtle tribute of knowing nothing whatever about him.",3.9,1,4,4
"891","890,""From East Egg, then, came the Chester Beckers and the Leeches and a man named Bunsen whom I knew at Yale and Doctor Webster Civet who was drowned last summer up in Maine.""",-1.4,0,-2,0
"892","891,And the Hornbeams and the Willie Voltaires and a whole clan named Blackbuck who always gathered in a corner and flipped up their noses like goats at whosoever came near.",0.5,1,2,0
"893","892,""And the Ismays and the Chrysties (or rather Hubert Auerbach and Mr. Chrystie's wife) and Edgar Beaver, whose hair they say turned cotton-white one winter afternoon for no good reason at all.""",1.35,1,2,3
"894","893,""Clarence Endive was from East Egg, as I remember.""",0,0,0,0
"895","894,""He came only once, in white knickerbockers, and had a fight with a bum named Etty in the garden.""",0,-1,-1,0
"896","895,From farther out on the Island came the Cheadles and the O. R. P. Schraeders and the Stonewall Jackson Abrams of Georgia and the Fishguards and the Ripley Snells.",0,0,0,0
"897","896,""Snell was there three days before he went to the penitentiary, so drunk out on the gravel drive that Mrs. Ulysses Swett's automobile ran over his right hand.""",-0.5,0,-2,-1
"898","897,""The Dancies came too and S. B. Whitebait, who was well over sixty, and Maurice A. Flink and the Hammerheads and Beluga the tobacco importer and Beluga's girls.""",0.55,1,0,-1
"899","898,""From West Egg came the Poles and the Mulreadys and Cecil Roebuck and Cecil Schoen and Gulick the state senator and Newton Orchid who controlled Films Par Excellence and Eckhaust and Clyde Cohen and Don S. Schwartze (the son) and Arthur McCarty, all connected with the movies in one way or another.""",0.75,1,3,2
