,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
286,0.31487626466462504,0.4204780389540357,0.4791257501330131,-0.02357194274860945,0.2862708532429816,0.18412008597941096,1.0800841542699227,1.3444817360958699,0.4157231593638887,0.6825848404879478,0.7036471104573377,1.943020724102707,0.46439989493168965,0.3902786033404853,0.13982432926034202,-0.7176812862080534,-0.5729887183449405,-0.3510037776784608,0.33696985851862316,0.46857469712453614,0.5101031859098965,1.0978761959530001,0.1859302958563517,-0.1568377568326645,-0.22038640743218454,0.2823821872831957,-0.006817722690503407,0.8326903395900376,0.08326821412047661,0.742564656435605,-0.5159986013139409
287,0.31990130638419634,0.4256016190575741,0.4791257501330131,-0.07142778715840309,0.3128555570606825,0.21265464031588469,1.1143325477902921,1.3663343988740455,0.4157231593638887,0.6830028545225385,0.7036471104573377,1.9385712439640836,0.47664266153240936,0.4033217590723355,0.13982432926034202,-0.6489105265177249,-0.673715460780921,-0.2859863048183398,0.33696985851862316,0.4739424741212907,0.5101031859098965,1.1163358452655432,0.21043416382933375,-0.08468283770348886,-0.12960277526649683,0.2315741627355125,-0.11587376774037429,0.9152617761420706,0.0831581943153,0.742564656435605,-0.5775897180782129
288,0.33598143988682444,0.4419970753888971,0.4791257501330131,-0.019140846043998745,0.331939354579079,0.23738936516121711,1.1143325477902921,1.3778354819142757,0.4157231593638887,0.6913094453383504,0.7036471104573377,1.963351427104708,0.4929805386792035,0.4207277493115799,0.13982432926034202,-0.6863335583962695,-0.6656337040834437,-0.2588721443045398,0.40035346547594874,0.4911193605109055,0.5101031859098965,1.1163358452655432,0.23493803180231604,-0.07835816882036321,-0.06290909384874377,0.2930937928949045,-0.0747468119720081,0.9212291533563378,0.08424757491838558,0.777763500899763,-0.6090383933287866
289,0.3661316902042523,0.4727385560101278,0.4883372098119058,0.12903502775817674,0.2771951710355353,0.31216262282979934,1.1593021940147596,1.4183524483111316,0.45438471810613457,0.6917159543995123,0.778529140294954,1.9181314461340562,0.5355747284774022,0.46610659781280295,0.1573794959460805,-0.7338465613480395,-0.5894985158794656,-0.175154059660998,0.5173543059358465,0.5233260224914331,0.5101031859098965,1.1717147932031708,0.3084496357212624,-0.0782913649871268,-0.053023274339757995,0.3227212130885086,-0.04164113836955095,0.9211620013720269,0.07630184691296088,0.7073658119714473,-0.5586085957778307
290,0.3721617402677379,0.47888685213437376,0.4883372098119058,0.10510710555328001,0.26219335843692654,0.31216262282979934,1.1692244413589792,1.4217949082006063,0.5490069721766461,0.6986227734481166,0.8541769305425916,1.8823677838051474,0.5835470447715674,0.4984742164563188,0.1573794959460805,-0.7369850019864826,-0.5995491031002363,-0.175154059660998,0.5173543059358465,0.5297673548875387,0.5101031859098965,1.1717147932031708,0.3084496357212624,-0.006254954027870793,-0.04525543524173396,0.3461866626283623,-0.0056633391283123355,1.0051881804240395,0.07858921990302173,0.7073658119714473,-0.5349504608350318
291,0.34201148995031005,0.4481453715131432,0.4362440577293754,0.03731132597273911,0.2729474202306806,0.31216262282979934,1.1555072976859009,1.3936804774336675,0.4494053254356602,0.697453101149491,0.7386304677085451,1.8788035781850663,0.5344372030557978,0.44615374557291193,0.10237559704495974,-0.7559159007023774,-0.633771810299058,-0.21897816711196322,0.5173543059358465,0.4846780281147997,0.45152308440214095,1.1532551438906284,0.3084496357212624,0.06557871877969058,-0.07224478346472363,0.32650675328666934,-0.012821754999064128,1.0919706267310636,0.01996888119557377,0.7073658119714473,-0.5358478570067974
292,0.3389964649185672,0.44507122345102007,0.4273608374218167,0.023486304254354218,0.2824375171507949,0.2846092423536855,1.1285994402152515,1.362789088689104,0.34319667290753453,0.6973265464417712,0.6731688510407758,1.8486217827126745,0.517272307195698,0.42786666903817555,0.08564413765685201,-0.7510441588709528,-0.6549787585527915,-0.27206471140281335,0.39325617439526783,0.48145736191674704,0.45152308440214095,1.1347954945780858,0.2839457677482801,0.06556783660964703,-0.09481091020265174,0.3447112816745671,-0.10359630741976149,1.154540648399747,0.01996133970539052,0.7073658119714473,-0.5427611982297408
293,0.350051556701624,0.45634309967880465,0.4273608374218167,0.08292397198679063,0.3120267276353444,0.256623147110394,1.0988217022836888,1.3862087059688157,0.34319667290753453,0.7739113195681627,0.6731688510407758,1.8524904445645283,0.5632634132268448,0.476864512238831,0.16439507542201626,-0.6753906356929938,-0.5430822441244544,-0.21391131578662206,0.39325617439526783,0.4932664713096072,0.45152308440214095,1.1163358452655432,0.2594418997752981,0.13773741925791713,-0.03686142309715958,0.3658123685741993,-0.052728535747123426,1.1638312423048125,0.082955243220319,0.7073658119714473,-0.48236143555647826
294,0.4003019738973373,0.5127024808177275,0.39571706663431233,0.14274377749903264,0.36681235265015466,0.3952686371115664,1.0988217022836888,1.4291396293004703,0.36057627059395514,0.8381014013202682,0.7120581081736217,1.9301097593850043,0.5954144934403378,0.5111175172864928,0.14127300394129202,-0.6000356403846687,-0.5053144686198755,-0.09780522667312004,0.4331703231076492,0.5523120182739081,0.41246968339697054,1.1163358452655432,0.43096897558617303,0.20978248285892287,0.08265940923102674,0.47062019592599685,-0.06376535093944229,1.2439611808278421,0.14599822579583085,0.777763500899763,-0.5086504297740414
295,0.350051556701624,0.44097235936818935,0.39571706663431233,0.01474416402518356,0.3037384333819685,0.3247476725693724,1.0792461858449,1.4446821239508396,0.36112340607667553,0.8384695604699993,0.714089192078022,1.8878238353530745,0.547511211171758,0.4407060607579901,0.1483575991145634,-0.651731244010983,-0.5900087088108427,-0.18147933389733345,0.4331138759772095,0.4771631403193434,0.41246968339697054,1.088646371296729,0.3574573716672267,0.20975014714460544,-0.009461022236697602,0.449158805068675,-0.18782728422253536,1.2432321404853013,0.09657136322094026,0.7073658119714473,-0.5402970775021482
296,0.35507659842119543,0.44609593947172776,0.44772657073899047,0.000564654570429949,0.3326024181193481,0.2566056095219617,1.1137077265439679,1.4803651264607183,0.35477847358798276,0.9063719136485618,0.7590489532836303,1.9810904957813968,0.612428654521924,0.5098675788155185,0.22616865841755465,-0.5952909653227344,-0.5566055898974742,-0.22682810007981008,0.4331138759772095,0.4932664713096072,0.43199638389955575,1.1255656699218144,0.2839457677482801,0.2096457542844999,0.07372413552998291,0.5204506217272189,-0.34522110825915087,1.248385555595813,0.15481329479398823,0.7073658119714473,-0.5255164484833876
297,0.45959746618827874,0.5321720852111737,0.570868697344421,-0.06687663727374203,0.3127105119112473,0.30444341011112025,1.155165252635642,1.534555132137385,0.39677916799683244,0.9124887245217012,0.803075243090802,1.9957972449603738,0.6846256269805834,0.5829092509138798,0.3174848381927559,-0.6012466962834457,-0.6121061290060162,-0.18348311817306287,0.4837767260284101,0.5834451248550849,0.5686832874176521,1.1809446178594423,0.3329535036942444,0.28196143470595464,0.10720644516919825,0.6162267966388693,-0.3044516014221529,1.2551478534473708,0.20995223584167957,0.7073658119714473,-0.5020725792644011
298,0.3681417068920809,0.4799115681550817,0.530294707145316,-0.12846888146782845,0.317621326256372,0.19556162374904143,1.1247449014915727,1.4837228861068663,0.3769418494254636,0.9697336373137715,0.7453020116737791,1.8240874238838436,0.6401928154462811,0.5534012100060492,0.2949179482069448,-0.6000047392619587,-0.666831792575092,-0.2568067102599983,0.5357177587120091,0.5286937994881877,0.5296298864124817,1.1255656699218144,0.21043416382933375,0.3542477427648313,0.0764625775095846,0.6636183110257552,-0.30965545574540754,1.1719820714096048,0.27298691919667717,0.742564656435605,-0.4770224903529149
299,0.3962819405216803,0.5086036167348967,0.5854274019971376,-0.05420370069855603,0.3943087688357264,0.26825581614850336,1.2103265736836353,1.5551251912309059,0.403976779159895,0.9697182973491995,0.7972235906674748,1.898772290726964,0.6575695887885469,0.5719140158294413,0.3363267575592781,-0.5583615019167799,-0.6092994601711121,-0.19565028620718145,0.47253730486366446,0.5566062398713117,0.6077366884228224,1.254783215109613,0.3084496357212624,0.3543107004998891,0.08374755863950245,0.7717625675811327,-0.314606159675139,1.1721205787291804,0.2726225602318189,0.742564656435605,-0.4721829675227544
300,0.3812068153629664,0.4932328764242815,0.5684411868249868,-0.15346026688183173,0.35862766207494573,0.26825581614850336,1.2036526216412484,1.5262847583783132,0.4397497843977773,0.9702015062332214,0.8227826498535213,1.9491649478320634,0.639979198761728,0.5531736278120551,0.31157583921932325,-0.6102949267185305,-0.6759408356061165,-0.19565028620718145,0.47253730486366446,0.5405029088810479,0.5882099879202372,1.2455533904533416,0.3084496357212624,0.3545563241570892,0.200519240712347,0.772024174992587,-0.3104715055710196,1.1799274705315779,0.2726556685235133,0.742564656435605,-0.5037249295008923
301,0.353066581733367,0.4645408278444662,0.5529634901611916,-0.24252531064450303,0.32905917232602894,0.26855587921052687,1.1652548071898023,1.5204101915018986,0.4600259816986008,0.8962590420043806,0.800491762459302,1.9512518096156684,0.6508040238632502,0.5647061420038144,0.32725179184106606,-0.621458384572093,-0.7277237904955337,-0.15466916715336293,0.5133455778947404,0.510443357699222,0.5686832874176521,1.1901744425157135,0.3084496357212624,0.2823405235815472,0.1475202514068722,0.8663113520381001,-0.4116630016372407,1.1800120665526386,0.21045064333374783,0.6721669675072897,-0.5600328421689781
302,0.3560816067651097,0.4471206554924355,0.4951886450560266,-0.40293101135140375,0.22852216303258738,0.0895799449360495,1.1433946364346568,1.4195443017350797,0.4656761389711409,0.8196014040462714,0.800491762459302,1.9341955053175706,0.6345709169830478,0.5366493811915699,0.2722609305833166,-0.7534253071192545,-0.7927564345230427,-0.27410754141962196,0.41754971755221776,0.49219291591025627,0.5296298864124817,1.1532551438906284,0.16142642788336967,0.21001835098089963,0.06655616942176636,0.7655923693584012,-0.554673185048577,1.179974468321056,0.14728157970890793,0.6017692785789741,-0.5889250955399289
303,0.3972869488655944,0.4891340123414508,0.5248731400095588,-0.3385914872004591,0.2628357012415602,0.0895799449360495,1.1717091152589532,1.4680472910741265,0.500435334343982,0.8196129090197002,0.8364318991989459,2.032405915548525,0.6863170104820896,0.5917784527515234,0.3192189172859198,-0.7559683584577956,-0.8138249201536727,-0.23365222497332436,0.4851001842871522,0.5362086872836442,0.5686832874176521,1.199404267171985,0.16142642788336967,0.2100986873818021,0.035327666463891925,0.7837425736508652,-0.6496020415370367,1.1942712036980225,0.14172457960734994,0.5665704341148161,-0.6454075584429004
304,0.36110664848468094,0.45224423559597393,0.49217490204615194,-0.3164360036774063,0.35201774740787795,-0.025459479929499776,1.1635844511078601,1.4327212395896942,0.5513475061379606,0.819593734063985,0.9103507679964334,2.148358530834003,0.6738437447079141,0.5886187860802728,0.27549703365457445,-0.7590564540956659,-0.805606766353332,-0.2697174299269021,0.3614483356823385,0.4975606929070109,0.5296298864124817,1.1717147932031708,0.038907088018459,0.2101584098187849,0.037109258288346735,0.8114219283397263,-0.7414441179060554,1.2091622949844063,0.14149925284879328,0.5665704341148161,-0.6477306393050688
305,0.3812068153629662,0.47273855601012765,0.49217490204615194,-0.3177653326887896,0.3510024313618393,0.0007468097664064644,1.1635844511078601,1.4327212395896942,0.5730720032459862,0.8201498077797247,0.9240467284850727,2.145144918355854,0.6797498775385297,0.5949110411558686,0.27549703365457445,-0.7612494968037595,-0.8067597818950688,-0.2618760276616608,0.3614483356823385,0.5190318008940293,0.5296298864124817,1.1717147932031708,0.06341095599144105,0.21049734128544734,0.024920695252356635,0.7178339189647309,-0.7398457273040364,1.1366590201452234,0.20449692428146157,0.5665704341148161,-0.5765270825558817
306,0.37316674861165194,0.44404650743031215,0.47819544895361094,-0.4259727142153784,0.3841970498466072,-0.022863255664437445,1.118767194701424,1.4144078369790796,0.5631235629036603,0.7480596442729692,0.9151689244499543,2.2228749063807043,0.6654687652637516,0.5637837790467114,0.2708766504512431,-0.7600633346818876,-0.8500576580679777,-0.337230572260997,0.26638984050928205,0.494340026708958,0.5296298864124817,1.1163358452655432,0.06341095599144105,0.13840137839524477,0.0012923392493264846,0.7063334394694577,-0.8669104795150714,1.1367710877879458,0.20100280919249527,0.49617274518650084,-0.6105273391480245
307,0.3912568988021086,0.4419970753888969,0.4448809611879822,-0.48180453269347095,0.3422790016601622,-0.046395578220970436,1.0992224320171513,1.393734927590091,0.5680719205782665,0.8134769231908453,0.9230415151860999,2.1661891879416353,0.6318879576854539,0.5435624469321553,0.2708766504512431,-0.779271617443499,-0.8919751589999328,-0.3798763957128707,0.26638984050928205,0.49219291591025605,0.49057648540731125,1.088646371296729,0.038907088018459,0.13913913211328463,-0.003806655272696627,0.6547406205411624,-0.9011438478675725,1.050208430089746,0.2023767495781344,0.5313715896506584,-0.5444669674614955
308,0.3862318570825373,0.43687349528535846,0.42131762479105417,-0.48712184873900355,0.3140366389917859,-0.046395578220970436,1.0788439979326374,1.3814957424294463,0.5197952603382091,0.7446465021556689,0.8926060474335681,2.145453725099983,0.6245052916471844,0.5356971280876606,0.2443297147461806,-0.8446187391282406,-0.8987241046770018,-0.3798763957128707,0.17473729627480694,0.48682513891350143,0.47104978490472615,1.0701867219841863,0.038907088018459,0.1389818521657654,-0.053021106022531045,0.6141538027839757,-0.9009407324828191,0.9785040916124756,0.13948456287806554,0.4609739007223429,-0.6282849920180217
309,0.2837210060032826,0.33235246117317435,0.3563796036061878,-0.5757437828312139,0.27789967604706983,-0.09899067254972145,1.0094045941933707,1.3248010295572739,0.49662246342298205,0.7413330698080874,0.8747579717638595,2.073431987572701,0.5202947985341512,0.42467371851892005,0.19501396457189998,-0.8802212457440953,-0.9457393217977094,-0.4731606411004827,0.13217198831873075,0.3773224881797072,0.3929429828943854,0.9686586507652016,-0.010100647927505318,0.13903756663175038,-0.05597472974251353,0.6128904581385237,-0.9436596392932299,1.0493546912042548,0.14026677242235658,0.5313715896506584,-0.6007518328864055
310,0.2606058140932546,0.3087839926968975,0.33680861399478595,-0.6368929173548391,0.2500302866200958,-0.12380938628440274,0.9934526929226217,1.29107823267866,0.477662902310523,0.7383954665925231,0.8561957088225051,2.057536202321505,0.5182066652465928,0.39909026517969204,0.1959525404847386,-0.9105456983849705,-1.0144569551807106,-0.5008841846793011,0.06736385277753382,0.3526307139946359,0.37341628239180025,0.9501990014526591,-0.03460451590048736,0.13902898953064927,-0.07972340158408071,0.620999301585193,-0.9726632486725468,0.9706501681436235,0.07725165811286831,0.4609739007223429,-0.6564987607678088
311,0.27568093925196857,0.3241547330075128,0.33680861399478595,-0.6262582852637738,0.20564647089327076,-0.09899067254972145,1.0094045941933707,1.316579055937246,0.477662902310523,0.7538236359609495,0.8561957088225051,2.07807494147874,0.5338676649032806,0.4157751260531016,0.1959525404847386,-1.044246400414438,-0.9870166599695486,-0.4731606411004827,0.13217198831873112,0.3687340449848998,0.37341628239180025,0.9686586507652016,-0.010100647927505318,0.13932017930723717,-0.049722527776913675,0.6462372694470379,-0.9771438696872252,0.9825409711046054,0.09266872404427534,0.49617274518650084,-0.6279731599252383
312,0.2575907890615118,0.3671928058772358,0.34349912250658804,-0.7843893563289746,0.17241041093723627,-0.03638231331281562,0.9903108675842046,1.295748846096365,0.43774020327722346,0.7379084227173578,0.7486863138554597,1.8336006277099626,0.5186079725713244,0.4188572210222148,0.19444121870763043,-1.0924975444759297,-1.0958969573453454,-0.4390179015541637,0.20774276792350196,0.4138233717576387,0.41246968339697054,0.9501990014526591,0.06341095599144105,0.1393842442523769,-0.04751706166464708,0.6271773324250284,-1.0773893683372366,0.9753440420739029,0.029749722738020908,0.49617274518650084,-0.6397890383126524
313,0.22945055543191253,0.3385007572974205,0.32346130618831265,-0.8154956551953404,0.16250589930445308,-0.1130212194645301,0.9903108675842046,1.295748846096365,0.43774020327722346,0.7378739077970703,0.7486863138554597,1.8504163435758667,0.4836484948490582,0.3816122152888814,0.1747534842663394,-1.0960863808238064,-1.1251770969664108,-0.5405162790771025,0.30906846802590343,0.38376382057581276,0.3929429828943854,0.9501990014526591,-0.010100647927505318,0.1395619158584778,-0.020715136803121176,0.6900990410408241,-1.044500222767571,1.0473736698812077,0.02976696393039937,0.5665704341148161,-0.6363636841634763
314,0.269650889188483,0.3794893981257281,0.42108639936362136,-0.7490292046261825,0.19758610473186353,-0.13659190760560036,1.005199736549986,1.2851008155067782,0.45760260063313246,0.7298127564144126,0.8043140043172607,1.7909764100841583,0.4709024740550137,0.3680329043700282,0.1672343382298323,-1.0935441152101026,-1.1371548956839623,-0.5914853938011712,0.3732252489900361,0.42670603654984984,0.49057648540731125,0.9594288261089304,-0.03460451590048736,0.1395118842075907,-0.0205655293030075,0.625759553024486,-0.9209488386440388,0.9671309835700133,0.028562099193209435,0.5665704341148161,-0.6408509038040168
