,sent_no,sent_raw,syuzhet,bing,afinn,nrc,sent_clean,char_len,token_len,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing_medianiqr,bing_lnorm_medianiqr,afinn_medianiqr,afinn_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,syuzhet_roll100_stdscale,bing_roll100_stdscale,afinn_roll100_stdscale,nrc_roll100_stdscale
265,266,"He was artful, cruel, and obdurate.",-1.0,-1,-3,-1,he was artful cruel and obdurate,35,6,-0.8247422680412372,-2.5414026189725396,-0.5,-2.4890649799099536,-1.0,-3.8613399601420646,-0.5,-1.867805623175023,-0.37893258426966264,-0.2696629213483146,-1.1797752808988764,-0.03932584269662921,-0.4669241573033707,-1.7850723998888438,-1.0667077452891522,-2.2569474044488724,-0.9873521678281192
266,267,"He was just the man for such a place, and it was just the place for such a man.",0.0,0,0,0,he was just the man for such a place and it was just the place for such a man,79,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3713483146067413,-0.2640449438202247,-1.1404494382022472,-0.0449438202247191,-0.45519662921348303,-1.7443536004671931,-1.022842466096258,-2.1350247599713588,-1.0187768738038012
267,268,"It afforded scope for the full exercise of all his powers, and he seemed to be perfectly at home in it.",0.5,1,3,1,it afforded scope for the full exercise of all his powers and he seemed to be perfectly at home in it,103,21,0.4123711340206186,0.3634895226088758,0.5,0.7120076406120333,1.0,1.1045527444290244,0.5,0.534293755130028,-0.3671348314606739,-0.24719101123595505,-1.1348314606741574,-0.0449438202247191,-0.44852528089887633,-1.721732045232943,-0.8912466285175754,-2.1176072393317145,-1.0187768738038012
268,269,"He was one of those who could torture the slightest look, word, or gesture, on the part of the slave, into impudence, and would treat it accordingly.",-2.5,-3,-7,-1,he was one of those who could torture the slightest look word or gesture on the part of the slave into impudence and would treat it accordingly,149,27,-2.061855670103093,-1.413719894485835,-1.5,-1.6615269006951667,-2.3333333333333335,-2.0047707284114114,-0.5,-0.41560576805930716,-0.3646067415730334,-0.24157303370786518,-1.1235955056179776,-0.03932584269662921,-0.44227528089887636,-1.7081591120923927,-0.8473813493246812,-2.0827721980524245,-0.9873521678281192
269,270,"There must be no answering back to him; no explanation was allowed a slave, showing himself to have been wrongfully accused.",-1.25,-1,-8,-2,there must be no answering back to him no explanation was allowed a slave showing himself to have been wrongfully accused,124,21,-1.0309278350515465,-0.9087238065221894,-0.5,-0.7120076406120333,-2.6666666666666665,-2.9454739851440657,-1.0,-1.068587510260056,-0.37499999999999967,-0.24719101123595505,-1.151685393258427,-0.0449438202247191,-0.4547050561797752,-1.7639589483368765,-0.8912466285175754,-2.1698598012506487,-1.0187768738038012
270,271,"Mr. Gore acted fully up to the maxim laid down by slaveholders,""It is better that a dozen slaves should suffer under the lash, than that the overseer should be convicted, in the presence of the slaves, of having been at fault.""",-1.15,-2,-5,-2,mr gore acted fully up to the maxim laid down by slaveholdersit is better that a dozen slaves should suffer under the lash than that the overseer should be convicted in the presence of the slaves of having been at fault,228,41,-0.9484536082474226,-0.42830783226112423,-1.0,-0.7295430640945535,-1.6666666666666667,-0.9431298528998541,-1.0,-0.5474524162536888,-0.3727528089887637,-0.25842696629213485,-1.1348314606741574,-0.0449438202247191,-0.45273876404494373,-1.7518941188786095,-0.9789771869033641,-2.1176072393317145,-1.0187768738038012
271,272,"No matter how innocent a slave might beit availed him nothing, when accused by Mr. Gore of any misdemeanor.",-0.95,-1,-5,-2,no matter how innocent a slave might beit availed him nothing when accused by mr gore of any misdemeanor,108,19,-0.7835051546391752,-0.763289755550958,-0.5,-0.7869163876517001,-1.6666666666666667,-2.0346004875025256,-1.0,-1.181011235695096,-0.3699438202247187,-0.25280898876404495,-1.1179775280898876,-0.0449438202247191,-0.44641853932584263,-1.736813082055776,-0.9351119077104697,-2.0653546774127793,-1.0187768738038012
272,273,"To be accused was to be convicted, and to be convicted was to be punished; the one always following the other with immutable certainty.",-0.2,0,-6,-1,to be accused was to be convicted and to be convicted was to be punished the one always following the other with immutable certainty,135,24,-0.16494845360824745,-0.1272289024575174,0.0,0.0,-2.0,-1.9330823124076475,-0.5,-0.46753485194843347,-0.3617977528089884,-0.24719101123595505,-1.0842696629213484,-0.033707865168539325,-0.4317415730337078,-1.693078075269559,-0.8912466285175754,-1.960849553574911,-0.9559274618524369
273,274,"To escape punishment was to escape accusation; and few slaves had the fortune to do either, under the overseership of Mr. Gore.",-2.75,-1,-4,-2,to escape punishment was to escape accusation and few slaves had the fortune to do either under the overseership of mr gore,127,22,-2.2680412371134024,-1.9083612805574122,-0.5,-0.67965836116578,-1.3333333333333333,-1.4058248166260068,-1.0,-1.0200374189261143,-0.34943820224719063,-0.2303370786516854,-1.0168539325842696,0.0056179775280898875,-0.397752808988764,-1.626721513249091,-0.7596507909388928,-1.7518393058991728,-0.7359545200226625
274,275,"He was just proud enough to demand the most debasing homage of the slave, and quite servile enough to crouch, himself, at the feet of the master.",-0.85,3,-2,0,he was just proud enough to demand the most debasing homage of the slave and quite servile enough to crouch himself at the feet of the master,145,27,-0.7010309278350516,-0.4806647641251839,1.5,1.6615269006951667,-0.6666666666666666,-0.5727916366889746,0.0,0.0,-0.355337078651685,-0.23595505617977527,-1.0337078651685394,-0.0056179775280898875,-0.40765449438202234,-1.6583916905770415,-0.8035160701317869,-1.8040918678181077,-0.7988039319740265
275,276,"He was ambitious enough to be contented with nothing short of the highest rank of overseers, and persevering enough to reach the height of his ambition.",1.1,2,3,1,he was ambitious enough to be contented with nothing short of the highest rank of overseers and persevering enough to reach the height of his ambition,152,26,0.9072164948453609,0.6459520459064766,1.0,1.150271474760386,1.0,0.8922204213938411,0.5,0.43158445964174885,-0.35337078651685355,-0.2303370786516854,-1.0561797752808988,0.0,-0.40997191011235945,-1.6478349648010582,-0.7596507909388928,-1.8737619503766865,-0.7673792259983445
276,277,"He was cruel enough to inflict the severest punishment, artful enough to descend to the lowest trickery, and obdurate enough to be insensible to the voice of a reproving conscience.",-4.8,-3,-8,-4,he was cruel enough to inflict the severest punishment artful enough to descend to the lowest trickery and obdurate enough to be insensible to the voice of a reproving conscience,181,30,-3.9587628865979383,-2.4429984255954618,-1.5,-1.495429576400415,-2.6666666666666665,-2.0621262388496104,-2.0,-1.4962361606507013,-0.3446629213483143,-0.21348314606741572,-1.0337078651685394,0.0,-0.39796348314606733,-1.6010837506502744,-0.62805495336021,-1.8040918678181077,-0.7673792259983445
277,278,"He was, of all the overseers, the most dreaded by the slaves.",-1.5,-1,-5,0,he was of all the overseers the most dreaded by the slaves,61,12,-1.2371134020618557,-1.9076390183211858,-0.5,-1.2455687368242148,-1.6666666666666667,-3.220462553490676,0.0,0.0,-0.3396067415730334,-0.20786516853932585,-1.0224719101123596,0.016853932584269662,-0.3882724719101123,-1.5739378843691743,-0.5841896741673158,-1.769256826538818,-0.6731051080712983
278,279,"His presence was painful; his eye flashed confusion; and seldom was his sharp, shrill voice heard, without producing horror and trembling in their ranks.",-2.25,-2,-4,-3,his presence was painful his eye flashed confusion and seldom was his sharp shrill voice heard without producing horror and trembling in their ranks,153,24,-1.8556701030927836,-1.4313251526470705,-1.0,-1.2460875076433835,-1.3333333333333333,-1.2887215416050983,-1.5,-1.4026045558453004,-0.33511235955056146,-0.20224719101123595,-1.0224719101123596,0.02247191011235955,-0.38433988764044935,-1.5498082254526404,-0.5403243949744214,-1.769256826538818,-0.6416804020956162
279,280,"Mr. Gore was a grave man, and, though a young man, he indulged in no jokes, said no funny words, seldom smiled.",1.6,-1,5,-2,mr gore was a grave man and though a young man he indulged in no jokes said no funny words seldom smiled,111,22,1.3195876288659796,1.1103192905061308,-0.5,-0.67965836116578,1.6666666666666667,1.7572810207825085,-1.0,-1.0200374189261143,-0.32191011235955025,-0.19101123595505617,-1.0056179775280898,0.033707865168539325,-0.3712078651685392,-1.478927352385323,-0.452593836588633,-1.717004264619883,-0.578830990144252
280,281,"His words were in perfect keeping with his looks, and his looks were in perfect keeping with his words.",0.75,1,3,0,his words were in perfect keeping with his looks and his looks were in perfect keeping with his words,103,19,0.6185567010309279,0.6025971754349668,0.5,0.7869163876517001,1.0,1.2207602925015153,0.0,0.0,-0.3188202247191008,-0.20224719101123595,-1.0168539325842696,0.03932584269662921,-0.3746488764044943,-1.4623382118802062,-0.5403243949744214,-1.7518393058991728,-0.54740628416857
281,282,"Overseers will sometimes indulge in a witty word, even with the slaves; not so with Mr. Gore.",-0.6,-1,-3,1,overseers will sometimes indulge in a witty word even with the slaves not so with mr gore,93,17,-0.4948453608247423,-0.5387594264559069,-0.5,-0.8794403603326759,-1.0,-1.3642947184276195,0.5,0.659936025589764,-0.31179775280898847,-0.20224719101123595,-1.0337078651685394,0.0449438202247191,-0.3757022471910112,-1.4246356198231225,-0.5403243949744214,-1.8040918678181077,-0.5159815781928879
282,283,"He spoke but to command, and commanded but to be obeyed; he dealt sparingly with his words, and bountifully with his whip, never using the former where the latter would answer as well.",0.55,1,0,-3,he spoke but to command and commanded but to be obeyed he dealt sparingly with his words and bountifully with his whip never using the former where the latter would answer as well,184,33,0.45360824742268047,0.2544867118150176,0.5,0.45317420567279065,0.0,0.0,-1.5,-1.020191923230708,-0.3238764044943817,-0.21348314606741572,-1.0449438202247192,0.016853932584269662,-0.39136235955056176,-1.4894840781613066,-0.62805495336021,-1.8389269090973974,-0.6731051080712983
283,284,"When he whipped, he seemed to do so from a sense of duty, and feared no consequences.",-1.6,0,-1,1,when he whipped he seemed to do so from a sense of duty and feared no consequences,85,17,-1.3195876288659796,-1.4366918038824184,0.0,0.0,-0.3333333333333333,-0.4547649061425398,0.5,0.659936025589764,-0.31067415730337045,-0.20224719101123595,-1.0280898876404494,0.033707865168539325,-0.3768258426966291,-1.4186032050939887,-0.5403243949744214,-1.7866743471784625,-0.578830990144252
284,285,"He did nothing reluctantly, no matter how disagreeable; always at his post, never inconsistent.",-2.3,-3,-2,0,he did nothing reluctantly no matter how disagreeable always at his post never inconsistent,95,14,-1.8969072164948453,-2.507480970882042,-1.5,-3.20327206193979,-0.6666666666666666,-1.1042899433953752,0.0,0.0,-0.30252808988764013,-0.19101123595505617,-0.9662921348314607,0.05056179775280899,-0.352317415730337,-1.3748681983077717,-0.452593836588633,-1.59508162014237,-0.4845568722172058
285,286,He never promised but to fulfil.,0.5,1,1,0,he never promised but to fulfil,32,6,0.4123711340206186,1.2707013094862698,0.5,2.4890649799099536,0.3333333333333333,1.287113320047355,0.0,0.0,-0.3044943820224716,-0.1853932584269663,-0.949438202247191,0.03932584269662921,-0.3499999999999999,-1.385424924083755,-0.4087285573957389,-1.5428290582234354,-0.54740628416857
286,287,"He was, in a word, a man of the most inflexible firmness and stone-like coolness.",0.1,0,2,2,he was in a word a man of the most inflexible firmness and stone like coolness,81,15,0.08247422680412372,0.10175769313807437,0.0,0.0,0.6666666666666666,1.03071966069082,1.0,1.4957377475392257,-0.2839887640449435,-0.1797752808988764,-0.9269662921348315,0.056179775280898875,-0.33363764044943817,-1.2753333552770705,-0.36486327820284453,-1.4731589756648564,-0.45313216624152375
287,288,His savage barbarity was equalled only by the consummate coolness with which he committed the grossest and most savage deeds upon the slaves under his charge.,-0.9,-2,-2,2,his savage barbarity was equalled only by the consummate coolness with which he committed the grossest and most savage deeds upon the slaves under his charge,158,26,-0.7422680412371134,-0.5285062193780263,-1.0,-1.150271474760386,-0.6666666666666666,-0.5948136142625607,1.0,0.8631689192834977,-0.2693820224719098,-0.16292134831460675,-0.8820224719101124,0.07865168539325842,-0.3089185393258426,-1.196911963798336,-0.2332674406241619,-1.3338188105476978,-0.3274333423387954
288,289,"Mr. Gore once undertook to whip one of Colonel Lloyd's slaves, by the name of Demby.",-1.75,-1,-3,-1,mr gore once undertook to whip one of colonel lloyd own slaves by the name of demby,84,16,-1.4432989690721651,-1.6695316705211543,-0.5,-0.9343710511716938,-1.0,-1.4495098788540792,-0.5,-0.7011562645397805,-0.26713483146067385,-0.15730337078651685,-0.8651685393258427,0.06741573033707865,-0.3055477528089887,-1.1848471343400695,-0.18940216143126756,-1.2815662486287633,-0.3902827542901596
289,290,"He had given Demby but few stripes, when, to get rid of the scourging, he ran and plunged himself into a creek, and stood there at the depth of his shoulders, refusing to come out.",-0.75,-1,-2,1,he had given demby but few stripes when to get rid of the scourging he ran and plunged himself into a creek and stood there at the depth of his shoulders refusing to come out,180,35,-0.6185567010309279,-0.3272028650390952,-0.5,-0.42728593342641585,-0.6666666666666666,-0.4419052301333678,0.5,0.3206372977801168,-0.27275280898876375,-0.16292134831460675,-0.8707865168539326,0.06741573033707865,-0.3097612359550561,-1.2150092079857364,-0.2332674406241619,-1.298983769268408,-0.3902827542901596
