,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
367,367,I had the strongest desire to see Baltimore.,0.022999831657403498,0.02366900876380406,0.004275418636461613,-0.01661343985286162,0.07362680938787164,0.06601230081374669,-0.06226219824761091,0.013117038470251263,0.01934360382554631,0.025156138626050463,0.0651922163833117,0.08496955048107785,0.14302592486438312,0.16614705532966256,-0.5794312021899307,-0.046140704848113855,0.34236298356458,0.7847787277887093,1.878854050358418,0.381093390179774,0.15941235342708912,-0.4904858931568974,0.8984397150547666,1.0353181239943363,0.19314527077448265,0.4568727247295122,-0.1111947110603884,-1.3739221412846363,0.28706318652947027,-0.9856915310449442,0.32818353880200196
368,368,"Cousin Tom, though not fluent in speech, had inspired me with that desire by his eloquent description of the place.",0.022538062355370855,0.02318692363912018,0.004275418636461613,-0.020635446654020416,0.07830646483039035,0.058304872872584484,-0.06630500268311691,0.008407137859372582,0.018223554390652846,0.02478905969451175,0.06385262893167036,0.08029591790882618,0.09580443010278909,0.12203735880873742,-0.5794312021899307,-0.0001761199293193219,0.09680668120330269,0.6553340506324249,1.878854050358418,0.377605798031307,0.15941235342708912,-0.5260170075565185,0.824855804301533,1.0345840333173066,0.08600159798101698,0.4376475780847373,-0.16739394125810175,-1.2775532813690365,0.2749223257548469,-0.9856915310449442,0.2726007499781549
369,369,"I could never point out any thing at the Great House, no matter how beautiful or powerful, but that he had seen something at Baltimore far exceeding, both in beauty and strength, the object which I pointed out to him.",0.02092186979825661,0.021499625702726594,0.008410378224897283,-0.010580429651123416,0.08045789083902881,0.05091933265313913,-0.062846699952339,0.01871623925184402,0.018596904202284003,0.012461003577940503,0.05280263034486894,0.08076871368490778,0.1592874904632998,0.1813370175946165,-0.4463901202784711,0.07138936833359828,0.19341867586486947,0.6723446351679258,1.878854050358418,0.34796126476933753,0.15941235342708912,-0.4904858931568974,0.7144799381716825,1.0313799686127019,-0.043554580799105645,0.5973683657004344,-0.3447183060510452,-1.27811497540051,0.2773210542921924,-0.839744895005094,0.41073190808535254
370,370,"Even the Great House itself, with all its pictures, was far inferior to many buildings in Baltimore.",0.025308678167566698,0.02607943438722347,0.008085835627600155,0.000480089052063274,0.09424160323335663,0.05083744383126208,-0.056907830324331006,0.01871623925184402,0.016356805332497077,0.013167469521621152,0.051355020928944034,0.07891373338555883,0.19471362692032212,0.2144286453780525,-0.4530652852267231,0.23809808323711382,0.383311465202016,0.665906709128318,1.878854050358418,0.381093390179774,0.15941235342708912,-0.43718922155746615,0.7144799381716825,1.031707822230688,-0.13395764235046786,0.6798107030013776,-0.2945356087536058,-1.2570981931983072,0.2820862291926625,-0.839744895005094,0.2650203384180517
371,371,"So strong was my desire, that I thought a gratification of it would fully compensate for whatever loss of comforts I should sustain by the exchange.",0.0276175246777299,0.028489860010642878,0.011714978981927665,-0.0005924460949124024,0.08904333662491377,0.04720626421299606,-0.05597712564426086,0.02232429434328957,0.02083700307207093,0.011462162485279894,0.053445992621527647,0.06961339752719474,0.20426362411603458,0.22334931763134103,-0.42065609698671463,0.18005892504959842,0.3566129242431369,0.6346493606567198,1.8278499523287366,0.398531350922109,0.20752072437204994,-0.41942366435765577,0.6776879827950658,1.0317366541049442,-0.16549609864745352,0.6758998449939672,-0.18537231380156713,-1.3674474429622947,0.2579045579546126,-0.839744895005094,0.2516404279230671
372,372,"I left without a regret, and with the highest hopes of future happiness.",0.02807929397976254,0.02897194513532676,0.0036329258952226048,-0.01198813203152899,0.08989823471874185,0.05079248921810876,-0.059726213771321555,0.019117858683779416,0.014863406085972464,0.011459586492777868,0.04382981743797451,0.06686993128758972,0.20436321687362166,0.2234423474334476,-0.502412322085448,0.15175259645478023,0.21646612593159975,0.662562965521097,1.8278499523287366,0.40201894307057595,0.11130398248212822,-0.4549547787572766,0.7144799381716825,1.0320598133639705,-0.12003508557788191,0.6682806422981465,-0.3143359977176761,-1.3592880156421199,0.25790546702960926,-0.839744895005094,0.10745776144004694
373,373,We sailed out of Miles River for Baltimore on a Saturday morning.,0.024385139563501412,0.020294412891016887,0.0036329258952226048,-0.015004637132398085,0.09282757747626655,0.05079248921810876,-0.06511023564832581,0.00937858745934618,0.009263158911505153,0.020757631428840954,0.03807547374444497,0.07442074479207332,0.11501659590241112,0.17404832554370936,-0.6323459660853246,0.18922396468188463,-0.18897804286586495,0.5372472322601514,1.8278499523287366,0.33924228439817006,0.11130398248212822,-0.5082514503567082,0.7144799381716825,0.9183027750092507,-0.07168182207337517,0.6814778148271243,-0.4522142998497902,-1.3576095559868921,0.37650340310873115,-0.839744895005094,-0.05124941176712198
374,374,"I remember only the day of the week, for at that time I had no knowledge of the days of the month, nor the months of the year.",0.024385139563501412,0.020294412891016887,0.0036329258952226048,-0.012658466498388785,0.0924953421980964,0.05079248921810876,-0.062445948902028314,0.011374948986271777,0.011503257781292079,0.030972729695625315,0.039569526011173216,0.0772084747819297,0.11501659590241112,0.17404832554370936,-0.6323459660853246,0.24789959926458843,-0.1297573602489298,0.5372472322601514,1.8278499523287366,0.33924228439817006,0.11130398248212822,-0.4904858931568974,0.7144799381716825,0.9205226886334782,0.01380672504357909,0.8251737586128441,-0.4959064885798769,-1.3575243169680717,0.3766289235387773,-0.693798258965244,-0.04347481130031969
375,375,"On setting sail, I walked aft, and gave to Colonel Lloyd s plantation what I hoped would be the last look.",0.017458600033011796,0.013063136020758658,-0.0033460373825051335,-0.013328800965248582,0.09219957176753028,0.05476267145600665,-0.06698515455915192,0.011374948986271777,0.012143286029802627,0.03128249279399395,0.040706238784726775,0.08995432504282615,0.0408029077994068,0.10472516505399652,-0.7284985348783627,0.21700470735255303,-0.2869659092275462,0.6286704076998599,1.8278499523287366,0.2869284021711651,0.015087240592206414,-0.5437825647563289,0.7512718935482994,0.9327012215324103,0.05758390955501533,0.8132440454618529,-0.4988053188487971,-1.3577187003959719,0.37687016881542523,-0.693798258965244,-0.12180270480983797
376,376,"I then placed myself in the bows of the sloop, and there spent the remainder of the day in looking ahead, interesting myself in what was in the distance rather than in things near by or behind.",0.0276175246777299,0.02366900876380406,0.0037438275741308114,-0.01793735042490971,0.09582984992899932,0.05836509261632869,-0.05309939425064399,0.026427853928681373,0.014420719880752669,0.03269928867010829,0.04071022793278904,0.09023021796366044,0.13090851428843056,0.18889299957788994,-0.6670940817840436,0.3175818952084585,-0.3322923855331315,0.7175035670124228,1.8961122361996408,0.363655429437439,0.11130398248212822,-0.3838925499580346,0.788063848924916,0.9330159872227111,0.08660758472592102,0.8315636261660942,-0.4377398050382563,-1.245186186815723,0.5100332884721709,-0.5478516229253938,-0.09808868922648069
377,377,"In the afternoon of that day, we reached Annapolis, the capital of the State.",0.03292787165110527,0.029212987697668707,0.01218451569285076,-0.018942852125199406,0.10739730991894815,0.050728089661897895,-0.05309939425064399,0.026427853928681373,0.008447122894654205,0.044368534704286366,0.03732226074031323,0.09131368988050226,0.17749036846703076,0.23240520649920018,-0.5779145234629017,0.44550095258870187,-0.34751204750662884,0.6303309870069826,1.8961122361996408,0.4037627391448095,0.20752072437204994,-0.3838925499580346,0.7144799381716825,0.9330519944658163,0.06812328892156481,0.8097109069319041,-0.2675287376715772,-1.134739493662558,0.6438611301740551,-0.5478516229253938,-0.023878951274875486
378,378,"We stopped but a few moments, so that I had no time to go on shore.",0.026001332120615655,0.02198171082741048,-0.0052969227925432506,-0.0186076848917695,0.11182576307797236,0.04311599143782907,-0.06893637992533201,0.019691600729401404,-0.004620120512436189,0.03158323991860549,0.023338004724507016,0.09269461334240083,0.09697848362808724,0.15719888733240728,-0.7686659034514421,0.46927473931717306,-0.38600592710491377,0.5452034271935027,1.7927198264851696,0.35144885691780453,0.015087240592206414,-0.5260170075565185,0.6408960274184491,0.8182454820649561,0.05463981699493316,0.8116782177733575,-0.4549114236518604,-1.1434188256574125,0.5099406789598455,-0.693798258965244,-0.04328217541708793
379,379,"It was the first large town that I had ever seen, and though it would look small compared with some of our New England factory villages, I thought it a wonderful place for its size more imposing even than the Great House Farm!",0.028079293979762537,0.024151093888487945,-0.011218640378254261,-0.017602183191479805,0.11536690494529822,0.04688209305422439,-0.06586693198108717,0.018684944231173735,-0.004620120512436189,0.03135075659529764,0.021515269164887354,0.09484564551791771,0.11790802307508223,0.17674921368252813,-0.8469415295887986,0.5240426137023195,-0.3727203490112009,0.5812212974177196,1.7927198264851696,0.367143021585906,-0.033021130352754266,-0.5082514503567082,0.6776879827950658,0.7032219482140133,-0.03257411793249473,0.6992563013573159,-0.5312304550815514,-1.1435303252958593,0.39474197052530186,-0.839744895005094,-0.24290992811424583
380,380,"We arrived at Baltimore early on Sunday morning, landing at Smith s Wharf, not far from Bowley s Wharf.",0.011917368408620097,0.016919817018229717,-0.02430271831532034,-0.0196131865920592,0.12592955580126902,0.0315400575780731,-0.06793479288027926,0.01868494423117374,-0.009473668063641192,0.02097594679338766,0.01583416515846608,0.09329669915642598,-0.03466455386482042,0.11603547238527215,-0.9894526850366063,0.6508025967950437,-0.40901227752383895,0.4018216078078579,1.6826502010742186,0.3148291393589011,-0.17734624318763698,-0.5260170075565185,0.5305201612885987,0.7033960993230953,-0.13816455684435894,0.5450349750588702,-0.5802809162514837,-1.1451454379207062,0.39433471293626715,-0.9856915310449442,-0.25996010829631205
381,381,"We had on board the sloop a large flock of sheep; and after aiding in driving them to the slaughterhouse of Mr. Curtis on Louden Slater s Hill, I was conducted by Rich, one of the hands belonging on board of the sloop, to my new home in Alliciana Street, near Mr. Gardner s ship-yard, on Fells Point.",0.011686483757603778,0.016678774455887776,-0.02884565612766606,-0.01845163102788454,0.11835702244882967,0.03543448596111774,-0.06984209246932131,0.01156011119190433,-0.004993470324067344,0.01985925404375936,0.018357501034871826,0.0954981152316215,-0.04337164340870656,0.10790216192357725,-1.0406961110143917,0.5577839751063155,-0.3762947920411993,0.451243815201774,1.506611229537859,0.31308534328466764,-0.22545461413259768,-0.5437825647563289,0.5673121166652155,0.703393710965028,-0.17002879309689478,0.4995006391981216,-0.5930237162200274,-1.1494173957692604,0.39431570646078623,-0.9856915310449442,-0.2688250460107008
382,382,"Mr. and Mrs. Auld were both at home, and met me at the door with their little son Thomas, to take care of whom I had been given.",0.027155755375697255,0.028007774885959,-0.01314551334019178,-0.02481980846305264,0.10767687375057922,0.03943542586336744,-0.05741341371104415,0.021531487152975554,-0.0017453269628763032,0.03158967989986056,0.025766380660517958,0.08460720163280862,0.07860814203045861,0.17018184151575197,-0.8867533320959943,0.47817177194985794,-0.3728404914854742,0.5097209596016349,1.6449205079005984,0.3950437587736419,-0.033021130352754266,-0.401658107157845,0.6041040720418324,0.8179966844716207,-0.00164776523175456,0.6338871848611259,-0.45177867648303915,-1.150058761913777,0.39886348428551205,-0.839744895005094,-0.11354958122864053
383,383,"And here I saw what I had never seen before; it was a white face beaming with the most kindly emotions; it was the face of my new mistress, Sophia Auld.",0.05047510512834563,0.05235307368249503,0.0022972291084268613,-0.018786798261314446,0.1133289251292057,0.054192883370445095,-0.03664658005642253,0.025358607389113136,0.0010547966243573523,0.04430928687673977,0.027026059767945112,0.07210105168770935,0.2798961272287746,0.3310828741498177,-0.7061630713646709,0.5790419658892926,-0.2494438066613197,0.6531924457126062,1.975664952477702,0.5362912407865552,0.11130398248212822,-0.24176809235955102,0.7512718935482994,0.9319024084106833,0.13924206297311928,0.7320586263864433,-0.3274314610835856,-1.1504481260286985,0.5314964970818677,-0.693798258965244,0.09816578710521698
384,384,I wish I could describe the rapture that flashed through my soul as I beheld it.,0.050244220477329314,0.05211203112015309,-0.0036244884772841496,-0.014094456993295852,0.11116534417136589,0.05836714622984555,-0.03432196009454454,0.02028881404052612,0.0010547966243573523,0.03240498152675181,0.027026059767945112,0.07553219638877295,0.2716591855316053,0.3233887297700808,-0.7844386975020273,0.564692529145722,-0.1194927724832952,0.7286861145107486,1.9301632244776457,0.5345474447123217,0.06319561153716732,-0.2240025351597406,0.788063848924916,0.8170048295638561,0.1843504573972355,0.654155972003247,-0.5122041508126502,-1.0489992917996533,0.399269688629066,-0.693798258965244,0.0798419483464818
385,385,"It was a new and strange sight to me, brightening up my pathway with the light of happiness.",0.05139864373241091,0.05331724393186279,-0.0036244884772841496,-0.014429624226725753,0.11285083046061939,0.06260696420989295,-0.03771878262409728,0.016429094824523656,0.0010547966243573523,0.021797044403408468,0.027026059767945112,0.07104536342230451,0.25210539436751755,0.30512349275384487,-0.7844386975020273,0.49871289621332093,-0.1595196455997362,0.6459869438116154,1.9301632244776457,0.5432664250834892,0.06319561153716732,-0.24176809235955102,0.824855804301533,0.7021611328986013,0.13520596532244916,0.6508248979890262,-0.4545112063435342,-1.131356494037116,0.271400228815235,-0.839744895005094,-0.0542069243822556
386,386,"Little Thomas was told, there was his Freddy, and I was told to take care of little Thomas; and thus I entered upon the duties of my new home with the most cheering prospect ahead.",0.05209129768545987,0.054040371618888604,-0.009236340267571932,-0.011212018785798715,0.12592955580126908,0.06570513163855578,-0.040556960643063036,0.014248875051160105,0.007775093233718124,0.022863505299247255,0.03315754635468674,0.08419089884653197,0.2144435662872041,0.26994350077279883,-0.8569078455022736,0.5190819525085228,-0.309339256725669,0.6000919015311291,1.7883962141558376,0.5345474447123217,0.015087240592206414,-0.2595336495593614,0.824855804301533,0.5873711365428248,-0.04175291401248572,0.6637207563635461,-0.5120061627172963,-1.2397094446280528,0.14219150930400437,-0.9856915310449442,0.01852504538641427
